Sampling_Date,Year,Month,Season,Operator,CO2_trtmt,Ring,Block,Collar_Unique_ID,SampleTrackerNo,TFUcorr_Final_CH4_flux,TFUcorr_Final_CO2_flux,TFUcorr_Final_N2O_flux,Final_CH4_MDF,Final_CO2_MDF,Final_N2O_MDF
02/10/2013,2013,Oct,Spring,Pankaj,Ambient,2,1,2,4132,-23.78,44.858,-2.716,10.129,4.005,4.152
02/10/2013,2013,Oct,Spring,Pankaj,Ambient,2,1,2.1,4133,-20.502,53.744,-1.661,9.988,3.949,4.094
02/10/2013,2013,Oct,Spring,Pankaj,Ambient,2,1,2.2,4134,-67.791,56.19,6.991,32.142,3.682,3.817
02/10/2013,2013,Oct,Spring,Pankaj,Ambient,2,1,2.3,4135,-1.076,58.753,7.883,10.343,4.09,4.24
02/10/2013,2013,Oct,Spring,Pankaj,Ambient,2,1,2.5,4136,-16.973,52.256,7.033,10.291,4.069,4.218
02/10/2013,2013,Oct,Spring,Pankaj,Ambient,2,1,2.6,4137,-8.229,44.926,0.131,10.299,4.072,4.222
02/10/2013,2013,Oct,Spring,Pankaj,Ambient,2,1,2.7,4138,-24.074,85.017,2.93,10.205,4.035,4.183
02/10/2013,2013,Oct,Spring,Yui,Ambient,3,2,3,4139,-42.309,70.575,-0.076,9.843,3.892,4.035
02/10/2013,2013,Oct,Spring,Yui,Ambient,3,2,3.1,4140,,,,32.954,13.03,13.508
02/10/2013,2013,Oct,Spring,Yui,Ambient,3,2,3.2,4141,-46.279,63.396,2.182,10.197,4.032,4.18
02/10/2013,2013,Oct,Spring,Yui,Ambient,3,2,3.4,4142,-40.456,35.48,-0.322,10.069,3.981,4.127
02/10/2013,2013,Oct,Spring,Yui,Ambient,3,2,3.5,4143,-32.301,48.743,-0.498,10.001,3.954,4.099
02/10/2013,2013,Oct,Spring,Yui,Ambient,3,2,3.6,4144,-39.44,66.949,0.36,9.869,3.902,4.045
02/10/2013,2013,Oct,Spring,Yui,Ambient,3,2,3.7,4145,-30.242,66.593,2.541,9.651,3.816,3.956
02/10/2013,2013,Oct,Spring,Yui,Elevated,4,2,4,4146,7.28,47.096,-5.448,10.447,4.131,4.282
02/10/2013,2013,Oct,Spring,Yui,Elevated,4,2,4.1,4147,-28.91,81.084,-1.036,10.75,4.251,4.407
02/10/2013,2013,Oct,Spring,Yui,Elevated,4,2,4.3,4148,29.403,52.125,-3.996,9.678,3.827,3.967
02/10/2013,2013,Oct,Spring,Yui,Elevated,4,2,4.4,4149,-28.286,58.693,-0.026,10.277,4.064,4.213
02/10/2013,2013,Oct,Spring,Yui,Elevated,4,2,4.5,4150,-31.024,76.035,1.139,10.279,4.064,4.214
02/10/2013,2013,Oct,Spring,Yui,Elevated,4,2,4.6,4151,-28.259,82.674,-0.854,10.743,4.248,4.404
02/10/2013,2013,Oct,Spring,Yui,Elevated,4,2,4.7,4152,-25.828,41.393,-6.291,9.608,3.799,3.938
02/10/2013,2013,Oct,Spring,Pankaj,Elevated,5,3,5,4153,-42.523,48.256,0.737,9.556,3.779,3.917
02/10/2013,2013,Oct,Spring,Pankaj,Elevated,5,3,5.1,4154,-33.315,72.442,,9.808,3.878,13.876
02/10/2013,2013,Oct,Spring,Pankaj,Elevated,5,3,5.2,4155,,82.058,,10.032,3.966,14.192
02/10/2013,2013,Oct,Spring,Pankaj,Elevated,5,3,5.3,4156,-37.029,43.602,,10.08,3.986,14.261
02/10/2013,2013,Oct,Spring,Pankaj,Elevated,5,3,5.4,4157,-50.902,59.421,-4.615,10.241,4.049,4.198
02/10/2013,2013,Oct,Spring,Pankaj,Elevated,5,3,5.5,4158,-62.721,63.995,-1.004,9.682,3.828,3.969
02/10/2013,2013,Oct,Spring,Pankaj,Elevated,5,3,5.6,4159,-30.898,56.853,-2.558,10.147,4.012,4.159
02/10/2013,2013,Oct,Spring,Yui,Ambient,6,3,6.1,4160,-48.991,110.473,5.747,10.18,4.025,4.173
02/10/2013,2013,Oct,Spring,Yui,Ambient,6,3,6.2,4161,-29.482,126.984,11.572,10.065,3.98,4.126
02/10/2013,2013,Oct,Spring,Yui,Ambient,6,3,6.3,4162,-41.009,98.178,10.798,9.766,3.861,4.003
02/10/2013,2013,Oct,Spring,Yui,Ambient,6,3,6.4,4163,-45.234,72.08,-0.361,10.265,4.059,4.208
02/10/2013,2013,Oct,Spring,Yui,Ambient,6,3,6.5,4164,-43.525,92.223,-0.529,10.453,4.133,4.285
02/10/2013,2013,Oct,Spring,Yui,Ambient,6,3,6.6,4165,-16.237,76.265,6.809,9.915,3.92,4.064
02/10/2013,2013,Oct,Spring,Yui,Ambient,6,3,6.7,4166,-50.156,76.202,-1.182,9.898,3.914,4.057
14/11/2013,2013,Nov,Spring,Catarina,Elevated,1,1,1,4731,40.124,146.527,9.973,10.108,3.997,4.143
14/11/2013,2013,Nov,Spring,Catarina,Elevated,1,1,1.1,4732,,181.46,15.842,33.17,3.8,3.939
14/11/2013,2013,Nov,Spring,Senani,Elevated,1,1,1.2,4733,9.184,183.581,17.012,9.485,3.751,3.888
14/11/2013,2013,Nov,Spring,Catarina,Elevated,1,1,1.4,4734,9.398,190.661,43.904,9.858,3.898,13.946
14/11/2013,2013,Nov,Spring,Catarina,Elevated,1,1,1.5,4735,-13.614,159.275,19.7,10.221,4.042,4.19
14/11/2013,2013,Nov,Spring,Catarina,Elevated,1,1,1.6,4736,-5.948,167.473,10.101,10.651,4.211,4.366
14/11/2013,2013,Nov,Spring,Catarina,Elevated,1,1,1.7,4737,5.546,178.383,10.886,9.934,3.928,4.072
14/11/2013,2013,Nov,Spring,Loic,Ambient,2,1,2,4738,18.995,208.745,18.592,10.068,3.981,4.127
14/11/2013,2013,Nov,Spring,Loic,Ambient,2,1,2.1,4739,-7.937,212.393,16.353,10.293,4.07,4.219
14/11/2013,2013,Nov,Spring,Loic,Ambient,2,1,2.2,4740,-1.69,188.867,8.858,9.077,3.589,3.721
14/11/2013,2013,Nov,Spring,Chris,Ambient,2,1,2.3,4741,-2.957,169.682,11.007,10.22,4.041,4.189
14/11/2013,2013,Nov,Spring,Loic,Ambient,2,1,2.5,4742,11.36,170.473,2.39,10.275,4.063,4.212
14/11/2013,2013,Nov,Spring,Loic,Ambient,2,1,2.6,4743,-9.919,177.25,12.202,10.333,4.086,4.236
14/11/2013,2013,Nov,Spring,Loic,Ambient,2,1,2.7,4744,-1.637,146.13,16.475,10.084,3.987,4.133
14/11/2013,2013,Nov,Spring,Loic,Ambient,3,2,3,4745,-17.207,194.263,5.425,9.664,3.821,3.961
14/11/2013,2013,Nov,Spring,Loic,Ambient,3,2,3.1,4746,-16.089,203.777,5.947,9.472,3.745,3.883
14/11/2013,2013,Nov,Spring,Loic,Ambient,3,2,3.2,4747,-8.137,195.039,7.63,9.96,3.938,4.083
14/11/2013,2013,Nov,Spring,Loic,Ambient,3,2,3.4,4748,-30.229,185.393,0.363,9.965,3.94,4.085
14/11/2013,2013,Nov,Spring,Chris,Ambient,3,2,3.5,4749,-25.183,154.594,6.277,9.919,3.922,4.066
14/11/2013,2013,Nov,Spring,Chris,Ambient,3,2,3.6,4750,-16.059,212.014,4.842,9.639,3.811,3.951
14/11/2013,2013,Nov,Spring,Loic,Ambient,3,2,3.7,4751,-15.096,153.753,-0.778,9.496,3.755,3.893
14/11/2013,2013,Nov,Spring,Catarina,Elevated,4,2,4,4752,46.952,248.247,14.482,10.042,3.97,4.116
14/11/2013,2013,Nov,Spring,Catarina,Elevated,4,2,4.1,4753,6.213,255.156,13.57,10.357,4.095,4.245
14/11/2013,2013,Nov,Spring,Catarina,Elevated,4,2,4.3,4754,-3.001,204.208,13.277,9.266,3.664,3.798
14/11/2013,2013,Nov,Spring,Catarina,Elevated,4,2,4.4,4755,13.634,251.849,11.798,9.843,3.892,4.035
14/11/2013,2013,Nov,Spring,Catarina,Elevated,4,2,4.5,4756,-6.651,205.219,16.494,9.973,3.944,4.088
14/11/2013,2013,Nov,Spring,Senani,Elevated,4,2,4.6,4757,-15.94,270.323,7.479,10.428,4.123,4.275
14/11/2013,2013,Nov,Spring,Catarina,Elevated,4,2,4.7,4758,5.146,207.895,7.771,9.191,3.634,3.768
14/11/2013,2013,Nov,Spring,Loic,Elevated,5,3,5,4759,-18.459,215.186,6.295,9.378,3.708,3.844
14/11/2013,2013,Nov,Spring,Loic,Elevated,5,3,5.1,4760,-36.261,142.257,3.998,9.685,3.83,3.97
14/11/2013,2013,Nov,Spring,Loic,Elevated,5,3,5.2,4761,-21.493,199.784,11.275,9.921,3.923,4.067
14/11/2013,2013,Nov,Spring,Loic,Elevated,5,3,5.3,4762,-5.97,199.498,10.933,9.764,3.861,4.002
14/11/2013,2013,Nov,Spring,Loic,Elevated,5,3,5.4,4763,-7.443,144.461,6.757,9.781,3.867,4.009
14/11/2013,2013,Nov,Spring,Loic,Elevated,5,3,5.5,4764,-23.932,228.109,5.183,9.488,3.751,3.889
14/11/2013,2013,Nov,Spring,Loic,Elevated,5,3,5.6,4765,-16.44,183.826,8.953,9.948,3.933,4.078
14/11/2013,2013,Nov,Spring,Catarina,Ambient,6,3,6.1,4766,-10.399,331.941,27.911,10.038,3.969,4.115
14/11/2013,2013,Nov,Spring,Senani,Ambient,6,3,6.2,4767,-15.321,346.176,106.137,10.042,3.971,4.116
14/11/2013,2013,Nov,Spring,Catarina,Ambient,6,3,6.3,4768,-1.367,252.14,19.328,9.587,3.791,3.93
14/11/2013,2013,Nov,Spring,Catarina,Ambient,6,3,6.4,4769,2.684,281.357,13.871,10.055,3.976,4.122
14/11/2013,2013,Nov,Spring,Catarina,Ambient,6,3,6.5,4770,-0.957,317.338,21.786,10.239,4.048,4.197
14/11/2013,2013,Nov,Spring,Catarina,Ambient,6,3,6.6,4771,3.176,238.662,46.916,9.843,3.892,4.035
14/11/2013,2013,Nov,Spring,Catarina,Ambient,6,3,6.7,4772,-17.879,218.519,14.279,9.755,3.857,3.999
10/12/2013,2013,Dec,Spring,Loic,Elevated,1,1,1,4941,,215.932,150.252,9.988,3.949,4.094
10/12/2013,2013,Dec,Spring,Loic,Elevated,1,1,1.1,4942,37.159,201.263,84.958,9.574,3.786,3.924
10/12/2013,2013,Dec,Spring,Loic,Elevated,1,1,1.2,4943,2.827,176.652,20.896,9.402,3.718,3.854
10/12/2013,2013,Dec,Spring,Loic,Elevated,1,1,1.4,4944,16.502,249.507,63.257,9.977,3.945,4.09
10/12/2013,2013,Dec,Spring,Loic,Elevated,1,1,1.5,4945,-7.27,270.968,53.067,10.009,3.958,4.103
10/12/2013,2013,Dec,Spring,Loic,Elevated,1,1,1.6,4946,14.555,251.392,24.784,10.429,4.124,4.275
10/12/2013,2013,Dec,Spring,Loic,Elevated,1,1,1.7,4947,44.138,242.176,138.104,9.733,3.849,3.99
10/12/2013,2013,Dec,Spring,Chris,Ambient,2,1,2,4948,-2.106,295.326,123.266,10.069,3.981,4.127
10/12/2013,2013,Dec,Spring,Chris,Ambient,2,1,2.1,4949,17.027,277.579,35.635,9.959,3.938,4.082
10/12/2013,2013,Dec,Spring,Chris,Ambient,2,1,2.2,4950,-3.773,217.045,31.725,9.176,3.628,3.761
10/12/2013,2013,Dec,Spring,Chris,Ambient,2,1,2.3,4951,-6.943,249.725,127.589,10.185,4.027,4.175
10/12/2013,2013,Dec,Spring,Chris,Ambient,2,1,2.5,4952,47.996,200.787,61.04,10.195,4.031,4.179
10/12/2013,2013,Dec,Spring,Chris,Ambient,2,1,2.6,4953,7.148,239.602,116.383,10.151,4.014,4.161
10/12/2013,2013,Dec,Spring,Chris,Ambient,2,1,2.7,4954,-7.756,291.377,162.822,10.08,3.986,4.132
10/12/2013,2013,Dec,Spring,Chris,Ambient,3,2,3,4955,-9.471,247.206,-0.341,9.733,3.848,3.99
10/12/2013,2013,Dec,Spring,Chris,Ambient,3,2,3.1,4956,0.67,140.479,1.182,9.58,3.788,3.927
10/12/2013,2013,Dec,Spring,Chris,Ambient,3,2,3.2,4957,-3.051,193.838,4.539,10.038,3.969,4.115
10/12/2013,2013,Dec,Spring,Chris,Ambient,3,2,3.4,4958,-16.499,256.738,7.955,9.846,3.893,4.036
10/12/2013,2013,Dec,Spring,Chris,Ambient,3,2,3.5,4959,-14.933,197.177,6.069,9.87,3.903,4.046
10/12/2013,2013,Dec,Spring,Chris,Ambient,3,2,3.6,4960,-13.519,273.458,11.703,9.662,3.82,3.96
10/12/2013,2013,Dec,Spring,Chris,Ambient,3,2,3.7,4961,-18.075,228.218,-0.896,9.479,3.748,3.885
10/12/2013,2013,Dec,Spring,Chris,Elevated,4,2,4,4962,91.145,284.949,4.001,10.102,3.994,4.141
10/12/2013,2013,Dec,Spring,Chris,Elevated,4,2,4.1,4963,28.78,255.907,5.205,10.638,4.206,4.36
10/12/2013,2013,Dec,Spring,Chris,Elevated,4,2,4.3,4964,57.645,230.183,6,9.376,3.707,3.843
10/12/2013,2013,Dec,Spring,Chris,Elevated,4,2,4.4,4965,64.655,227.661,2.852,10.101,3.994,4.14
10/12/2013,2013,Dec,Spring,Chris,Elevated,4,2,4.5,4966,-5.118,245.571,24.763,9.848,3.894,4.037
10/12/2013,2013,Dec,Spring,Chris,Elevated,4,2,4.6,4967,-15.886,280.958,6.457,10.503,4.153,4.305
10/12/2013,2013,Dec,Spring,Chris,Elevated,4,2,4.7,4968,13.034,140.634,2.232,9.421,3.725,3.862
10/12/2013,2013,Dec,Spring,Loic,Elevated,5,3,5,4969,-19.63,195.322,5.614,9.418,3.724,3.86
10/12/2013,2013,Dec,Spring,Loic,Elevated,5,3,5.1,4970,-45.552,200.5,1.049,9.521,3.765,3.903
10/12/2013,2013,Dec,Spring,Loic,Elevated,5,3,5.2,4971,-32.091,256.707,41.117,9.727,3.846,3.987
10/12/2013,2013,Dec,Spring,Loic,Elevated,5,3,5.3,4972,-25.84,193.06,11.698,9.857,3.897,4.04
10/12/2013,2013,Dec,Spring,Loic,Elevated,5,3,5.4,4973,-20.625,212.447,9.129,10.002,3.955,4.1
10/12/2013,2013,Dec,Spring,Loic,Elevated,5,3,5.5,4974,-31.89,235.781,7.854,9.445,3.734,3.871
10/12/2013,2013,Dec,Spring,Loic,Elevated,5,3,5.6,4975,-21.673,222.117,15.139,9.857,3.898,4.041
10/12/2013,2013,Dec,Spring,Loic,Ambient,6,3,6.1,4976,-36.727,279.589,5.541,10.038,3.969,4.115
10/12/2013,2013,Dec,Spring,Loic,Ambient,6,3,6.2,4977,-19.043,377.826,141.203,9.942,3.931,4.075
10/12/2013,2013,Dec,Spring,Loic,Ambient,6,3,6.3,4978,-22.495,244.526,5.223,9.602,3.797,3.936
10/12/2013,2013,Dec,Spring,Loic,Ambient,6,3,6.4,4979,-21.346,207.883,0.756,10.283,4.066,4.215
10/12/2013,2013,Dec,Spring,Loic,Ambient,6,3,6.5,4980,-29.429,288.729,-1.137,10.471,4.14,4.292
10/12/2013,2013,Dec,Spring,Loic,Ambient,6,3,6.6,4981,13.253,304.724,80.771,9.897,3.913,4.057
10/12/2013,2013,Dec,Spring,Loic,Ambient,6,3,6.7,4982,-33.382,261.206,8.755,9.75,3.855,3.997
10/01/2014,2014,Jan,Summer,Catarina,Elevated,1,1,1,5182,,37.22,1.282,10.207,4.036,4.184
10/01/2014,2014,Jan,Summer,Catarina,Elevated,1,1,1.1,5183,-15.253,47.827,0.169,9.834,3.889,4.031
10/01/2014,2014,Jan,Summer,Catarina,Elevated,1,1,1.2,5184,-17.299,86.472,-0.304,9.522,3.765,3.903
10/01/2014,2014,Jan,Summer,Catarina,Elevated,1,1,1.4,5185,-15.358,49.534,-2.004,10.127,4.004,4.151
10/01/2014,2014,Jan,Summer,Catarina,Elevated,1,1,1.5,5186,-36.719,96.837,-5.52,10.188,4.028,4.176
10/01/2014,2014,Jan,Summer,Catarina,Elevated,1,1,1.6,5187,-50.172,80.381,-1.087,10.709,4.234,4.39
10/01/2014,2014,Jan,Summer,Catarina,Elevated,1,1,1.7,5188,,,,,,
10/01/2014,2014,Jan,Summer,Chris,Ambient,2,1,2,5189,-34.38,76.813,10.221,10.237,4.048,4.196
10/01/2014,2014,Jan,Summer,Chris,Ambient,2,1,2.1,5190,-32.977,122.292,-4.421,10.145,4.011,4.159
10/01/2014,2014,Jan,Summer,Chris,Ambient,2,1,2.2,5191,-17.098,71.974,4.933,9.306,3.679,3.814
10/01/2014,2014,Jan,Summer,Chris,Ambient,2,1,2.3,5192,-65.266,86.518,11.643,35.396,4.055,4.204
10/01/2014,2014,Jan,Summer,Chris,Ambient,2,1,2.5,5193,-32.941,69.562,-1.597,10.32,4.081,4.23
10/01/2014,2014,Jan,Summer,Chris,Ambient,2,1,2.6,5194,-18.059,77.957,-0.051,10.288,4.068,4.217
10/01/2014,2014,Jan,Summer,Chris,Ambient,2,1,2.7,5195,-27.363,128.448,14.203,10.118,4.001,4.147
10/01/2014,2014,Jan,Summer,Loic,Ambient,3,2,3,5196,-39.949,123.483,-0.293,9.9,3.915,4.058
10/01/2014,2014,Jan,Summer,Loic,Ambient,3,2,3.1,5197,-34.287,116.699,-0.211,9.675,3.825,3.966
10/01/2014,2014,Jan,Summer,Loic,Ambient,3,2,3.2,5198,-36.225,120.442,2.628,10.257,4.056,4.204
10/01/2014,2014,Jan,Summer,Loic,Ambient,3,2,3.4,5199,-42.598,148.381,-0.491,10.063,3.979,4.125
10/01/2014,2014,Jan,Summer,Loic,Ambient,3,2,3.5,5200,-22.522,137.17,,10.062,3.979,4.125
10/01/2014,2014,Jan,Summer,Loic,Ambient,3,2,3.6,5201,-38.126,138.094,-0.737,9.889,3.91,4.053
10/01/2014,2014,Jan,Summer,Loic,Ambient,3,2,3.7,5202,-36.774,109.813,1.06,9.755,3.857,3.999
10/01/2014,2014,Jan,Summer,Chris,Elevated,4,2,4,5203,-2.126,105.452,1.855,10.318,4.08,4.229
10/01/2014,2014,Jan,Summer,Chris,Elevated,4,2,4.1,5204,9.85,160.429,-0.281,10.627,4.202,4.356
10/01/2014,2014,Jan,Summer,Chris,Elevated,4,2,4.3,5205,-18.21,52.989,-0.662,9.59,3.792,3.931
10/01/2014,2014,Jan,Summer,Chris,Elevated,4,2,4.4,5206,-12.336,132.113,8.556,10.197,4.032,4.18
10/01/2014,2014,Jan,Summer,Chris,Elevated,4,2,4.5,5207,-25.657,145.818,3.664,10.097,3.992,4.139
10/01/2014,2014,Jan,Summer,Chris,Elevated,4,2,4.6,5208,-66.399,146.44,1.197,36.627,4.196,4.35
10/01/2014,2014,Jan,Summer,Chris,Elevated,4,2,4.7,5209,8.718,122.98,7.45,9.539,3.772,3.91
10/01/2014,2014,Jan,Summer,Loic,Elevated,5,3,5,5210,-41.806,70.496,-2.287,9.562,3.781,3.92
10/01/2014,2014,Jan,Summer,Loic,Elevated,5,3,5.1,5211,-45.754,77.006,3.662,9.774,3.865,4.007
10/01/2014,2014,Jan,Summer,Loic,Elevated,5,3,5.2,5212,-42.538,136.437,-0.732,10.024,3.963,4.109
10/01/2014,2014,Jan,Summer,Loic,Elevated,5,3,5.3,5213,-33.661,107.112,1.471,10.114,3.999,4.146
10/01/2014,2014,Jan,Summer,Loic,Elevated,5,3,5.4,5214,-36.096,106.693,3.98,10.18,4.025,4.173
10/01/2014,2014,Jan,Summer,Loic,Elevated,5,3,5.5,5215,-46.971,133.993,3.135,9.661,3.82,3.96
10/01/2014,2014,Jan,Summer,Loic,Elevated,5,3,5.6,5216,-37.687,87.969,4.589,10.148,4.013,4.16
10/01/2014,2014,Jan,Summer,Catarina,Ambient,6,3,6.1,5217,-37.867,,,10.185,13.9,14.409
10/01/2014,2014,Jan,Summer,Catarina,Ambient,6,3,6.2,5218,-24.575,,,10.075,13.749,14.253
10/01/2014,2014,Jan,Summer,Catarina,Ambient,6,3,6.3,5219,-20.644,,-0.036,9.797,13.37,4.016
10/01/2014,2014,Jan,Summer,Catarina,Ambient,6,3,6.4,5220,-21.657,,,10.305,14.063,4.224
10/01/2014,2014,Jan,Summer,Catarina,Ambient,6,3,6.5,5221,-31.769,,,10.493,14.32,14.845
10/01/2014,2014,Jan,Summer,Catarina,Ambient,6,3,6.6,5222,-9.622,,,9.991,13.635,14.135
10/01/2014,2014,Jan,Summer,Catarina,Ambient,6,3,6.7,5223,,,,,,
05/02/2014,2014,Feb,Summer,Jasmine,Elevated,1,1,1,5321,-11.532,183.15,-1.117,10.344,14.117,4.24
05/02/2014,2014,Feb,Summer,Jasmine,Elevated,1,1,1.1,5322,-14.224,86.2,0.845,9.952,3.935,4.08
05/02/2014,2014,Feb,Summer,Jasmine,Elevated,1,1,1.2,5323,2.08,243.958,4.859,9.668,13.194,3.963
05/02/2014,2014,Feb,Summer,Jasmine,Elevated,1,1,1.4,5324,-4.361,109.464,0.576,10.259,4.057,4.205
05/02/2014,2014,Feb,Summer,Jasmine,Elevated,1,1,1.5,5325,,155.907,,10.333,4.086,4.235
05/02/2014,2014,Feb,Summer,Jasmine,Elevated,1,1,1.6,5326,-32.66,117.142,0.888,10.878,4.301,4.459
05/02/2014,2014,Feb,Summer,Jasmine,Elevated,1,1,1.7,5327,-6.541,113.494,7.103,10.134,4.007,4.154
05/02/2014,2014,Feb,Summer,Chris,Ambient,2,1,2,5328,-26.004,110.504,5.752,10.357,4.095,4.245
05/02/2014,2014,Feb,Summer,Chris,Ambient,2,1,2.1,5329,-24.584,191.126,2.628,10.249,13.988,4.201
05/02/2014,2014,Feb,Summer,Chris,Ambient,2,1,2.2,5330,-27.263,92.795,1.531,9.415,3.723,3.859
05/02/2014,2014,Feb,Summer,Chris,Ambient,2,1,2.3,5331,-61.453,87.469,5.68,35.967,4.12,4.272
05/02/2014,2014,Feb,Summer,Chris,Ambient,2,1,2.5,5332,-22.157,86.91,4.572,10.48,4.144,4.296
05/02/2014,2014,Feb,Summer,Chris,Ambient,2,1,2.6,5333,-4.912,96.332,8.812,10.439,4.128,4.279
05/02/2014,2014,Feb,Summer,Chris,Ambient,2,1,2.7,5334,-23.178,134.654,11.476,10.278,4.064,4.213
05/02/2014,2014,Feb,Summer,Loic,Ambient,3,2,3,5335,-102.522,146.612,10.57,34.776,3.984,4.13
05/02/2014,2014,Feb,Summer,Loic,Ambient,3,2,3.1,5336,-43.45,151.898,3.322,9.922,13.54,4.067
05/02/2014,2014,Feb,Summer,Loic,Ambient,3,2,3.2,5337,-51.032,158.664,-1.193,10.434,4.125,4.277
05/02/2014,2014,Feb,Summer,Loic,Ambient,3,2,3.4,5338,-41.86,218.845,-0.631,10.293,14.047,4.219
05/02/2014,2014,Feb,Summer,Loic,Ambient,3,2,3.5,5339,-38.116,153.275,0.098,10.235,4.047,4.195
05/02/2014,2014,Feb,Summer,Loic,Ambient,3,2,3.6,5340,-45.517,219.477,5.219,10.146,13.846,4.159
05/02/2014,2014,Feb,Summer,Loic,Ambient,3,2,3.7,5341,-47.011,140.326,1.425,9.941,3.931,4.075
05/02/2014,2014,Feb,Summer,Chris,Elevated,4,2,4,5342,-26.341,199.742,1.779,10.539,14.382,4.32
05/02/2014,2014,Feb,Summer,Chris,Elevated,4,2,4.1,5343,1.532,225.863,3.045,10.799,14.737,4.426
05/02/2014,2014,Feb,Summer,Chris,Elevated,4,2,4.3,5344,-15.232,124.797,1.855,9.764,3.861,4.002
05/02/2014,2014,Feb,Summer,Chris,Elevated,4,2,4.4,5345,-1.66,140.875,1.662,10.374,4.102,4.252
05/02/2014,2014,Feb,Summer,Chris,Elevated,4,2,4.5,5346,-37.552,155.563,1.544,10.337,4.087,4.237
05/02/2014,2014,Feb,Summer,Chris,Elevated,4,2,4.6,5347,-33.114,208.753,-0.678,10.831,14.782,4.44
05/02/2014,2014,Feb,Summer,Chris,Elevated,4,2,4.7,5348,-12.57,186.959,1.809,9.738,13.29,3.992
05/02/2014,2014,Feb,Summer,Chris,Elevated,5,3,5,5349,-28.164,95.23,3.702,9.708,13.248,3.979
05/02/2014,2014,Feb,Summer,Chris,Elevated,5,3,5.1,5350,-49.546,129.214,1.88,9.927,3.925,4.069
05/02/2014,2014,Feb,Summer,Chris,Elevated,5,3,5.2,5351,-46.408,277.517,1.974,10.189,13.905,4.176
05/02/2014,2014,Feb,Summer,Chris,Elevated,5,3,5.3,5352,-39.367,191.22,4.014,10.289,14.042,4.218
05/02/2014,2014,Feb,Summer,Chris,Elevated,5,3,5.4,5353,-24.33,129.477,11.869,10.322,4.081,4.231
05/02/2014,2014,Feb,Summer,Chris,Elevated,5,3,5.5,5354,-34.896,200.015,3.211,9.812,13.39,4.022
05/02/2014,2014,Feb,Summer,Chris,Elevated,5,3,5.6,5355,-42.525,166.616,-0.517,10.285,14.037,4.216
05/02/2014,2014,Feb,Summer,Loic,Ambient,6,3,6.1,5356,-48.431,154.547,-0.893,10.39,4.108,4.259
05/02/2014,2014,Feb,Summer,Jasmine,Ambient,6,3,6.2,5357,-77.393,215.475,,35.432,4.059,4.208
05/02/2014,2014,Feb,Summer,Loic,Ambient,6,3,6.3,5358,-32.678,109.157,3.039,9.973,3.943,4.088
05/02/2014,2014,Feb,Summer,Loic,Ambient,6,3,6.4,5359,-37.364,150.653,-0.44,10.487,4.147,4.299
05/02/2014,2014,Feb,Summer,Loic,Ambient,6,3,6.5,5360,-94.968,130.497,0.5,36.856,4.222,4.377
05/02/2014,2014,Feb,Summer,Jasmine,Ambient,6,3,6.6,5361,-24.902,189.027,10.459,10.134,4.007,4.154
05/02/2014,2014,Feb,Summer,Loic,Ambient,6,3,6.7,5362,-39.342,113.888,-0.167,10.091,3.99,4.136
10/03/2014,2014,Mar,Summer,Jasmine,Elevated,1,1,1,6014,10.133,161.681,3.985,10.199,4.033,4.181
10/03/2014,2014,Mar,Summer,Jasmine,Elevated,1,1,1.1,6015,10.334,159.533,5.609,9.773,3.864,4.006
10/03/2014,2014,Mar,Summer,Jasmine,Elevated,1,1,1.2,6016,-15.299,220.541,10.993,9.583,3.789,3.928
10/03/2014,2014,Mar,Summer,Jasmine,Elevated,1,1,1.4,6017,0.085,192.301,7.184,10.117,4,4.147
10/03/2014,2014,Mar,Summer,Jasmine,Elevated,1,1,1.5,6018,-24.998,203.566,9.113,10.171,4.022,4.169
10/03/2014,2014,Mar,Summer,Jasmine,Elevated,1,1,1.6,6019,-43.355,186.159,3.051,10.785,4.265,4.421
10/03/2014,2014,Mar,Summer,Jasmine,Elevated,1,1,1.7,6020,,,,,,
10/03/2014,2014,Mar,Summer,Chris,Ambient,2,1,2,6021,-34.775,156.731,2.797,10.339,4.088,4.238
10/03/2014,2014,Mar,Summer,Chris,Ambient,2,1,2.1,6022,-1.032,226.881,7.138,10.243,4.05,4.199
10/03/2014,2014,Mar,Summer,Chris,Ambient,2,1,2.2,6023,-17.258,134.389,-4.7,9.429,3.728,3.865
10/03/2014,2014,Mar,Summer,Chris,Ambient,2,1,2.3,6024,-30.483,192.164,5.944,10.357,4.095,4.245
10/03/2014,2014,Mar,Summer,Chris,Ambient,2,1,2.5,6025,-9.428,126.341,-0.305,10.45,4.132,4.283
10/03/2014,2014,Mar,Summer,Chris,Ambient,2,1,2.6,6026,-23.395,170.717,-1.9,10.472,4.141,4.292
10/03/2014,2014,Mar,Summer,Chris,Ambient,2,1,2.7,6027,-21.15,226.823,6.998,10.278,4.064,4.213
10/03/2014,2014,Mar,Summer,Chris,Ambient,3,2,3,6028,-26.18,177.672,4.034,9.892,3.911,4.055
10/03/2014,2014,Mar,Summer,Chris,Ambient,3,2,3.1,6029,-35.625,165.717,-1.011,9.687,3.83,3.971
10/03/2014,2014,Mar,Summer,Chris,Ambient,3,2,3.2,6030,-21.888,160.835,-1.167,10.161,4.018,4.165
10/03/2014,2014,Mar,Summer,Chris,Ambient,3,2,3.4,6031,-46.162,195.355,-2.608,10.012,3.959,4.104
